0,0.00496582
1,0.00289355
2,0.00527539
3,0.00246289
4,0.00336621
5,0.00592188
6,0.00505371
7,0.00397168
8,0.00212402
9,0.00662695
10,0.00109180
11,0.00548535
12,0.00707422
13,0.00557324
14,0.00153418
15,0.00229687
16,0.00201465
17,0.00738379
18,0.00041309
19,0.00356445
20,0.00490918
21,0.00468945
22,0.00419629
23,0.00295020
24,0.00737207
25,0.00522363
26,0.00143945
27,0.00291895
28,0.00138965
29,0.00759180
30,0.00600977
31,0.00671582
32,0.00202441
33,0.00215332
34,0.00136328
35,0.00012109
36,0.00086426
37,0.00431934
38,0.00511816
39,0.00654004
40,0.00297559
41,0.00645801
42,0.00488672
43,0.00466309
44,0.00590723
45,0.00677441
46,0.00602246
47,0.00741016
48,0.00498145
49,0.00054004
50,0.00047266
51,0.00214844
52,0.00557227
53,0.00390820
54,0.00646191
55,0.00384570
56,0.00434570
57,0.00046680
58,0.00213867
59,0.00538086
60,0.00639453
61,0.00598535
62,0.00746680
63,0.00650879
64,0.00463965
65,0.00685449
66,0.00710449
67,0.00334766
68,0.00456250
69,0.00413281
70,0.00570605
71,0.00712012
72,0.00098340
73,0.00187891
74,0.00245996
75,0.00356738
76,0.00510937
77,0.00005859
78,0.00114941
79,0.00161523
80,0.00021094
81,0.00050684
82,0.00490625
83,0.00716113
84,0.00641406
85,0.00400879
86,0.00594629
87,0.00072949
88,0.00142285
89,0.00203223
90,0.00264453
91,0.00578125
92,0.00301367
93,0.00533105
94,0.00170215
95,0.00259473
96,0.00682715
97,0.00547070
98,0.00413867
99,0.00523828
100,0.00709180
101,0.00686035
102,0.00723145
103,0.00690723
104,0.00297656
105,0.00372852
106,0.00643848
107,0.00260254
108,0.00242969
109,0.00644434
110,0.00544043
111,0.00643164
112,0.00538574
113,0.00691602
114,0.00525781
115,0.00241113
116,0.00539844
117,0.00402539
118,0.00484668
119,0.00364258
120,0.00728418
121,0.00604004
122,0.00680469
123,0.00235156
124,0.00406055
125,0.00285059
126,0.00296875
127,0.00040918
128,0.00473340
129,0.00209180
130,0.00064453
131,0.00688477
132,0.00498926
133,0.00114648
134,0.00511133
135,0.00300781
136,0.00198730
137,0.00372754
138,0.00241309
139,0.00135742
140,0.00075488
141,0.00173047
142,0.00226562
143,0.00075879
144,0.00351855
145,0.00129297
146,0.00623730
147,0.00271680
148,0.00042285
149,0.00384668
150,0.00539160
151,0.00424316
152,0.00720410
153,0.00315137
154,0.00642871
155,0.00526758
156,0.00603613
157,0.00586621
158,0.00524902
159,0.00047656
160,0.00083594
161,0.00482520
162,0.00735645
163,0.00551367
164,0.00060547
165,0.00354785
166,0.00184668
167,0.00284375
168,0.00173535
169,0.00514258
170,0.00428027
171,0.00065918
172,0.00105371
173,0.00425293
174,0.00368848
175,0.00685547
176,0.00333984
177,0.00348047
178,0.00524219
179,0.00446582
180,0.00390918
181,0.00383105
182,0.00200293
183,0.00154492
184,0.00138184
185,0.00359863
186,0.00014551
187,0.00033984
188,0.00739746
189,0.00141504
190,0.00563770
191,0.00044727
192,0.00500781
193,0.00240527
194,0.00485156
195,0.00071777
196,0.00638184
197,0.00417480
198,0.00550879
199,0.00685059
200,0.00410156
201,0.00331641
202,0.00477246
203,0.00714941
204,0.00423145
205,0.00618164
206,0.00416016
207,0.00655469
208,0.00180371
209,0.00728027
210,0.00038867
211,0.00051855
212,0.00473730
213,0.00525879
214,0.00389062
215,0.00218262
216,0.00520215
217,0.00008984
218,0.00458496
219,0.00181543
220,0.00422656
221,0.00544922
222,0.00640332
223,0.00278809
224,0.00272949
225,0.00499414
226,0.00571289
227,0.00746289
228,0.00083789
229,0.00365527
230,0.00008398
231,0.00569727
232,0.00754102
233,0.00633594
234,0.00197168
235,0.00352832
236,0.00211621
237,0.00413477
238,0.00768066
239,0.00264551
240,0.00326660
241,0.00705762
242,0.00626074
243,0.00010254
244,0.00095898
245,0.00229590
246,0.00690527
247,0.00103125
248,0.00107422
249,0.00353516
250,0.00144336
251,0.00056348
252,0.00280273
253,0.00114746
254,0.00391992
255,0.00301660
