5,0.00000977
7,0.00000977
13,0.00000977
14,0.00001953
15,0.00008789
21,0.00000977
23,0.00003906
27,0.00004883
28,0.00000977
29,0.00011719
30,0.00007812
31,0.00080078
35,0.00001953
37,0.00002930
39,0.00007812
41,0.00000977
42,0.00000977
43,0.00004883
45,0.00005859
46,0.00011719
47,0.00047852
51,0.00004883
53,0.00002930
54,0.00006836
55,0.00065430
56,0.00000977
57,0.00010742
58,0.00003906
59,0.00060547
60,0.00003906
61,0.00066406
62,0.00065430
63,0.00573242
66,0.00000977
70,0.00000977
71,0.00009766
73,0.00000977
74,0.00000977
75,0.00002930
76,0.00000977
77,0.00012695
78,0.00007812
79,0.00059570
82,0.00001953
83,0.00003906
85,0.00013672
86,0.00003906
87,0.00075195
89,0.00007812
90,0.00005859
91,0.00059570
92,0.00001953
93,0.00064453
94,0.00058594
95,0.00556641
98,0.00000977
99,0.00009766
100,0.00000977
101,0.00010742
102,0.00007812
103,0.00059570
104,0.00001953
105,0.00010742
106,0.00007812
107,0.00059570
108,0.00009766
109,0.00055664
110,0.00062500
111,0.00536133
112,0.00000977
113,0.00008789
114,0.00003906
115,0.00057617
116,0.00002930
117,0.00060547
118,0.00055664
119,0.00522461
120,0.00002930
121,0.00054688
122,0.00055664
123,0.00504883
124,0.00063477
125,0.00534180
126,0.00552734
127,0.04846680
131,0.00000977
133,0.00000977
134,0.00000977
135,0.00004883
137,0.00000977
139,0.00007812
140,0.00000977
141,0.00003906
142,0.00006836
143,0.00059570
147,0.00005859
149,0.00002930
150,0.00008789
151,0.00044922
153,0.00007812
154,0.00007812
155,0.00054688
156,0.00003906
157,0.00054688
158,0.00056641
159,0.00504883
161,0.00000977
163,0.00007812
165,0.00008789
166,0.00001953
167,0.00067383
169,0.00004883
170,0.00006836
171,0.00053711
172,0.00009766
173,0.00068359
174,0.00060547
175,0.00540039
177,0.00004883
178,0.00006836
179,0.00055664
180,0.00010742
181,0.00054688
182,0.00052734
183,0.00519531
184,0.00009766
185,0.00063477
186,0.00050781
187,0.00527344
188,0.00057617
189,0.00535156
190,0.00522461
191,0.04892578
195,0.00006836
196,0.00000977
197,0.00003906
198,0.00005859
199,0.00052734
201,0.00007812
202,0.00007812
203,0.00054688
204,0.00009766
205,0.00050781
206,0.00057617
207,0.00524414
209,0.00004883
210,0.00003906
211,0.00066406
212,0.00008789
213,0.00062500
214,0.00048828
215,0.00516602
216,0.00002930
217,0.00053711
218,0.00054688
219,0.00524414
220,0.00073242
221,0.00522461
222,0.00509766
223,0.04743164
224,0.00000977
225,0.00007812
226,0.00008789
227,0.00061523
228,0.00005859
229,0.00064453
230,0.00065430
231,0.00549805
232,0.00004883
233,0.00069336
234,0.00056641
235,0.00540039
236,0.00061523
237,0.00496094
238,0.00522461
239,0.04816406
240,0.00007812
241,0.00063477
242,0.00056641
243,0.00516602
244,0.00053711
245,0.00580078
246,0.00568359
247,0.04752930
248,0.00061523
249,0.00565430
250,0.00541016
251,0.04853516
252,0.00517578
253,0.04781250
254,0.04833008
255,0.42711914
